timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,average_current_a,discharged_mah,remaining,scale,temperature,cell_count,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,connected,system_source,priority,is_powering_off,warning
401235673,10.742,11.315527,13.0448,10.331397,0.0,249.83943,0.80277115,1.0275214,0.0,3,0,0,0,0,0,1,1,0,0,0
402245299,11.0044,11.079327,10.7632,11.530517,0.0,253.24562,0.67928225,1.0455377,0.0,3,0,0,0,0,0,1,1,0,0,0
402738898,11.5538,11.176909,6.5224,9.567911,0.0,254.38287,0.7291928,1.0381804,0.0,3,0,0,0,0,0,1,1,0,0,0
403242894,11.685,11.351508,5.952,7.42805,0.0,255.19427,0.8184343,1.0252804,0.0,3,0,0,0,0,0,1,1,0,0,0
403747839,11.7178,11.46753,5.9272003,6.5271807,0.0,256.0133,0.8778997,1.0168611,0.0,3,0,0,0,0,0,1,1,0,0,0
404240528,11.6522,11.543516,6.4232,6.1427684,0.0,256.8089,0.91767794,1.0113059,0.0,3,0,0,0,0,0,1,1,0,0,0
404744438,10.6272,11.398838,13.788799,8.788524,0.0,258.22256,0.8433662,1.0217335,0.0,3,0,0,0,0,0,1,1,0,0,0
405249300,10.8076,11.194599,12.524,10.945718,0.0,259.995,0.73766476,1.0369419,0.0,3,0,0,0,0,0,1,1,0,0,0
405741269,10.9142,11.091715,11.6932,11.498052,0.0,261.6313,0.68406874,1.0448276,0.0,3,0,0,0,0,0,1,1,0,0,0
406246028,11.07,11.044387,10.4036,11.345669,0.0,263.21854,0.65875536,1.0485938,0.0,3,0,0,0,0,0,1,1,0,0,0
406750049,11.6604,11.145172,5.5676,9.483588,0.0,264.40082,0.7109199,1.040862,0.0,3,0,0,0,0,0,1,1,0,0,0
407255680,11.7096,11.318358,5.7784,7.397245,0.0,265.21542,0.7990323,1.0280577,0.0,3,0,0,0,0,0,1,1,0,0,0
407749328,11.6276,11.433703,5.2204,6.4934344,0.0,266.01105,0.8580342,1.0196583,0.0,3,0,0,0,0,0,1,1,0,0,0
408253284,11.7178,11.517231,5.642,6.0535583,0.0,266.81198,0.9013186,1.0135832,0.0,3,0,0,0,0,0,1,1,0,0,0
408758847,10.988,11.36898,11.284,8.652709,0.0,268.23663,0.8249169,1.0243559,0.0,3,0,0,0,0,0,1,1,0,0,0
409252460,10.8732,11.22949,11.420401,10.16535,0.0,269.78937,0.754047,1.0345552,0.0,3,0,0,0,0,0,1,1,0,0,0
409758156,11.0536,11.1279745,11.3584,10.893149,0.0,271.39786,0.701449,1.0422573,0.0,3,0,0,0,0,0,1,1,0,0,0
410250018,11.111,11.077386,10.5152,10.877269,0.0,272.89355,0.6745611,1.046239,0.0,3,0,0,0,0,0,1,1,0,0,0
