timestamp,alt_max,landed,freefall,ground_contact,maybe_landed
514491130,inf,0,0,0,0
515509742,inf,0,0,0,0
516529090,inf,0,0,0,0
517543483,inf,0,0,0,0
518560479,inf,0,0,0,0
519565149,inf,0,0,0,0
520574624,inf,0,0,0,0
521595193,inf,0,0,0,0
522606633,inf,0,0,0,0
523620809,inf,0,0,0,0
524626573,inf,0,0,0,0
525636213,inf,0,0,0,0
526641531,inf,0,0,0,0
528654696,inf,0,0,0,0
529666582,inf,0,0,0,0
530683510,inf,0,0,0,0
531704740,inf,0,0,0,0
532707481,inf,0,0,0,0
533724501,inf,0,0,0,0
534733472,inf,0,0,0,0
535749727,inf,0,0,0,0
537766723,inf,0,0,0,0
538787488,inf,0,0,0,0
539791505,inf,0,0,0,0
540799944,inf,0,0,0,0
541801595,inf,0,0,0,0
542820321,inf,0,0,0,0
543839546,inf,0,0,0,0
544860748,inf,0,0,0,0
545882312,inf,0,0,0,0
546894582,inf,0,0,0,0
547910411,inf,0,0,0,0
549932491,inf,0,0,0,0
550943488,inf,0,0,0,0
551958197,inf,0,0,0,0
552958541,inf,0,0,0,0
553978742,inf,0,0,0,0
554984126,inf,0,0,0,0
555986308,inf,0,0,0,0
556987126,inf,0,0,0,0
558000535,inf,0,0,0,0
559005900,inf,0,0,0,0
560009766,inf,0,0,0,0
561019414,inf,0,0,0,0
562022593,inf,0,0,0,0
563037489,inf,0,0,0,0
564054647,inf,0,0,0,0
565062789,inf,0,0,0,0
566081493,inf,0,0,0,0
567081495,inf,0,0,0,0
569116509,inf,0,0,0,0
570127482,inf,0,0,0,0
571132524,inf,0,0,0,0
572135438,inf,0,0,0,0
573139136,inf,0,0,0,0
574143501,inf,0,0,0,0
575144949,inf,0,0,0,0
576151006,inf,0,0,0,0
577152480,inf,0,0,0,0
578156973,inf,0,0,0,0
579168490,inf,0,0,0,0
580179060,inf,0,0,0,0
581179479,inf,0,0,0,0
582194661,inf,0,0,0,0
583195032,inf,0,0,0,0
584209479,inf,0,0,0,0
585212964,inf,0,0,0,0
585894609,inf,0,0,1,0
586183481,inf,0,0,0,1
586515416,inf,1,0,0,0
587531035,inf,1,0,0,0
588550766,inf,1,0,0,0
590569428,inf,1,0,0,0
591588464,inf,1,0,0,0
592591937,inf,1,0,0,0
593611908,inf,1,0,0,0
594623474,inf,1,0,0,0
