timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt
176268835,0.0011289852,0.005773077,-0.0028561968,3966,0,0.0031127334,-0.12807307,-9.72857,3966
176272828,-0.0050263754,-0.003509323,-0.0012793503,3993,0,-0.02215599,0.11148104,-9.841273,3993
176276822,-0.006343446,0.0028620833,-0.0010614371,3994,0,-0.011647373,0.09583045,-9.600778,3994
176280822,0.00308031,-0.0032378668,-0.0019135115,4000,0,-0.023347722,0.03145408,-9.781084,4000
176284827,-0.0047176653,0.004309617,0.0008478405,4005,0,9.360141e-05,0.02735044,-9.693917,4005
176288844,-0.009043443,0.0014658105,0.0010280584,4017,0,0.050161123,0.008853397,-9.713564,4017
176292822,-0.0019350683,0.0010568181,-0.00048135687,3978,0,-0.013381736,0.09314234,-9.747857,3978
176296822,-0.0014643066,0.0013867532,-5.415074e-05,4000,0,0.01558649,0.019780437,-9.704557,4000
176300822,-0.011291106,0.0058154794,0.00026680744,4000,0,0.061770085,0.01293796,-9.729761,4000
176304833,0.0022726783,0.00030523937,-0.00010527797,4011,0,-0.051997006,0.01601883,-9.699721,4011
176308863,-0.0038931647,0.0068311733,0.00034960205,4030,0,0.09566031,0.113463886,-9.747325,4030
176312821,-0.00027180166,0.0035313733,0.0009463792,3958,0,-0.012003196,-0.07840833,-9.770439,3958
176316822,-0.008704372,0.004444752,0.0005082536,4001,0,-0.09096684,0.1334824,-9.736905,4001
176320822,0.003302513,0.0046989727,0.0009893919,4000,0,0.074480355,-0.0062903166,-9.70055,4000
176324822,-0.0005764561,0.005989194,-0.0005530996,4000,0,-0.038265746,0.09756603,-9.781864,4000
176328846,-0.007869219,0.0018012449,-0.00087622576,4024,0,-0.06543288,0.03718277,-9.772805,4024
176332822,-0.00042527737,0.009663738,-0.0008537063,3976,0,0.025263166,-0.03015224,-9.70789,3976
176336822,-0.0041213306,-6.076874e-05,0.0011856504,4000,0,-0.058472715,0.17250672,-9.778367,4000
176340821,0.0010946286,0.00024837928,0.0004268866,3999,0,-0.022584336,-0.12866382,-9.79988,3999
176344835,0.001415935,0.004338633,0.001281559,4014,0,0.009326117,0.14000843,-9.722312,4014
176348822,-0.005255659,0.0015749353,0.0026739181,3987,0,0.0075583006,-0.0002035524,-9.707206,3987
176352824,0.0022546216,-0.0013962128,0.00021398405,4002,0,0.0043198955,0.023755481,-9.795211,4002
176356822,0.0015231551,0.0017863138,-0.0011758934,3998,0,-0.0042443722,0.08599397,-9.777816,3998
176360822,-0.009021519,-0.003914783,-0.00069407304,4000,0,-0.009059572,0.058232855,-9.687044,4000
176364828,0.004567177,-0.0006859529,-0.0009329537,4006,0,-0.05512632,0.044897955,-9.703785,4006
176368822,-0.006652307,-0.002471523,-0.00054636685,3994,0,0.019504365,0.09672593,-9.816769,3994
176380822,0.0015346585,-0.0009160499,-0.0032935312,3989,0,-0.04649605,0.15695609,-9.702846,3989
176384836,-0.0033791019,-0.0008788769,-0.0028454908,4014,0,0.09363116,-0.080458924,-9.773361,4014
176388822,0.00041639444,-0.00041420647,-0.0005489285,3986,0,-0.10641381,0.10323484,-9.644128,3986
176392822,-0.011759433,-0.0012893814,-0.0007164315,4000,0,0.041857503,0.06559621,-9.662407,4000
176396822,0.004995,0.0009554208,0.00058102206,4000,0,0.027229719,-0.039065473,-9.841099,4000
176400822,-0.005467763,0.002407667,0.00011454925,4000,0,0.06392426,0.095304705,-9.677896,4000
176404822,-0.003073076,0.0032783763,0.0019626585,4000,0,-0.03505003,-0.099693514,-9.710326,4000
176408822,-0.001461138,0.0023312906,0.00017358293,4000,0,0.028274653,0.080041386,-9.726592,4000
176412822,-0.0021789698,0.0033769938,0.0015251121,4000,0,0.01518278,0.010206495,-9.72199,4000
176416834,-0.004825957,0.005165482,0.0062013236,4012,0,0.054459307,0.040571418,-9.744589,4012
176420822,-0.0010755851,0.0059223436,0.0032775055,3988,0,-0.048370652,0.03362078,-9.671616,3988
176424822,-0.0037301914,0.0043507563,0.002911247,4000,0,0.047826763,0.103504024,-9.896819,4000
176428821,-0.0002191534,0.009016778,0.003718388,3999,0,-0.037730098,0.07903352,-9.666273,3999
176432821,-0.0023330392,0.005623952,0.0033632517,4000,0,-0.010107331,0.026004242,-9.735721,4000
176436854,-0.0036664605,0.0024470428,4.241171e-05,4033,0,-0.048379254,0.06388151,-9.727116,4033
176440822,-0.00783533,0.009221808,0.0021253226,3968,0,0.023372922,0.067846484,-9.736825,3968
176444828,0.0026752285,0.0028710044,0.002053299,4006,0,0.011145584,0.029155312,-9.814699,4006
176448822,-0.011042964,0.0040205494,0.0012251604,3994,0,-0.028564662,0.03919958,-9.677862,3994
176452822,0.007150085,0.006556298,0.0010432027,4000,0,-0.0033891702,0.031093773,-9.744639,4000
