timestamp,rxerrors,fix,rssi,remote_rssi,txbuf,noise,remote_noise
207619943,0,0,96,100,99,34,46
208559960,0,0,93,96,100,30,48
209589512,0,0,90,94,98,29,46
210633398,0,0,87,84,97,35,49
211559959,0,0,82,84,100,32,52
212599306,0,0,82,84,100,32,47
213551743,0,0,82,83,100,37,50
214561507,0,0,81,80,97,36,47
216658457,0,0,79,81,90,34,51
217569510,0,0,72,78,97,32,45
218617656,2,0,68,74,97,30,45
219658739,2,0,64,71,97,32,50
220581706,2,0,57,68,99,33,52
221563304,5,0,61,69,98,33,53
222668154,5,0,72,75,100,34,48
223574309,5,0,72,74,96,33,51
225551477,5,0,67,70,100,35,48
226581722,5,0,70,72,97,36,47
227639787,5,0,73,75,96,34,51
228551310,5,0,73,77,100,33,44
229597685,5,0,80,80,100,35,50
230628747,5,0,81,83,99,32,52
231584304,6,0,74,83,97,33,47
233637729,7,0,74,78,100,34,50
234561364,7,0,77,79,97,31,52
235608313,7,0,74,78,97,35,46
236644306,7,0,79,82,97,35,50
237564321,7,0,79,81,100,32,50
238643360,7,0,76,78,100,31,53
239639350,7,0,78,79,100,31,47
240564313,7,0,81,82,100,32,48
241618502,7,0,83,84,100,35,50
242648300,7,0,85,83,96,34,49
243711203,7,0,85,90,96,31,48
244621486,7,0,81,82,99,33,47
245548300,7,0,88,88,98,32,49
248559728,7,0,87,89,100,35,47
249588618,7,0,93,94,100,38,49
250624354,7,0,92,95,98,32,40
251561607,7,0,88,90,100,45,50
252593586,7,0,77,81,96,36,50
253641697,7,0,65,72,97,34,47
254564363,7,0,70,73,98,34,48
255599773,8,0,75,77,100,34,53
256651303,8,0,77,75,97,40,56
257691408,8,0,77,88,97,59,55
258608159,9,0,70,82,98,35,53
259662714,9,0,67,70,98,33,49
260577595,9,0,65,71,96,36,48
261628333,10,0,64,69,100,33,45
263701400,11,0,58,65,96,33,47
264621590,11,0,57,66,100,35,52
265553642,11,0,61,60,100,32,47
266587496,11,0,77,82,100,37,49
268551739,11,0,74,75,100,36,39
269594318,11,0,65,68,100,34,50
270629640,11,0,73,79,100,35,56
271592307,12,0,67,75,97,33,43
272607234,12,0,62,71,97,35,49
274699277,14,0,59,73,85,34,71
275739687,14,0,58,73,97,35,71
276649329,14,0,52,73,100,34,71
277575327,15,0,57,69,100,33,61
278619089,16,0,66,75,100,33,67
279658596,16,0,65,73,100,31,63
280581629,17,0,62,74,97,34,59
281627534,18,0,79,90,100,34,67
282561504,19,0,74,89,100,37,62
283588142,19,0,74,83,100,35,67
284631398,19,0,76,85,98,34,59
285559455,19,0,69,80,100,34,60
286591363,19,0,72,77,100,35,56
287641703,19,0,82,82,100,34,63
288571329,19,0,81,85,92,33,61
289601358,19,0,82,84,100,35,57
290647700,19,0,85,87,100,34,66
291561819,19,0,84,88,97,35,63
293659304,19,0,79,84,93,36,57
294578448,19,0,76,81,98,32,50
295609461,19,0,77,81,100,32,56
296591882,19,0,83,84,100,36,54
298609441,19,0,86,88,96,33,60
299559368,19,0,90,92,96,31,49
300587442,19,0,91,94,100,34,57
301614305,19,0,88,91,97,35,56
303588225,19,0,83,83,100,33,57
304632636,22,0,73,84,100,35,53
305567997,22,0,72,82,100,32,55
306593526,22,0,72,79,100,33,51
307633655,24,0,68,77,100,33,54
309604303,25,0,55,68,100,34,52
310651451,25,0,68,72,97,50,51
311561636,25,0,70,76,99,35,54
312612544,26,0,68,73,97,34,55
313663409,27,0,72,74,94,36,54
314588072,28,0,66,77,100,31,56
315628137,30,0,64,77,100,32,56
316551432,34,0,68,68,100,35,53
317580304,34,0,70,70,100,31,49
318551913,34,0,67,70,98,30,49
319669397,38,0,65,69,97,30,52
320589490,38,0,60,68,98,31,57
321647438,39,0,63,69,95,37,53
322557598,39,0,63,69,96,32,55
323594404,39,0,68,70,100,29,57
324649592,39,0,72,74,95,34,56
327654330,39,0,62,71,95,34,55
328698620,39,0,60,69,100,38,54
329661504,40,0,60,68,97,31,55
330784311,41,0,52,69,92,30,51
331567475,42,0,50,69,100,35,51
332618616,42,0,56,64,98,34,56
333548805,42,0,66,68,100,37,55
334588044,42,0,72,76,100,34,56
335549343,42,0,77,80,100,32,56
336551318,42,0,79,83,100,37,53
337593417,42,0,78,82,100,33,58
338643321,42,0,81,82,96,34,53
339549330,42,0,83,81,100,30,58
340593370,42,0,86,88,100,34,52
341632309,42,0,86,86,97,32,48
342558487,42,0,86,85,98,33,53
343598457,42,0,86,86,100,30,54
344639313,42,0,85,86,100,27,55
345559451,42,0,84,86,97,32,57
346733408,42,0,85,86,97,29,56
347652577,42,0,90,91,100,35,50
348568203,42,0,97,98,97,29,59
349623396,42,0,91,92,94,31,57
351568303,42,0,103,108,100,28,52
352619308,42,0,112,113,99,34,62
353649382,42,0,119,122,96,34,64
354573645,42,0,117,121,95,29,60
356558522,42,0,113,114,100,34,63
357592626,42,0,108,110,97,33,61
358628575,42,0,97,95,100,38,63
359678404,43,0,78,84,98,43,55
360637638,44,0,73,84,100,54,55
361761584,44,0,63,84,96,39,55
364759308,44,0,53,0,93,35,0
