timestamp,rxerrors,fix,rssi,remote_rssi,txbuf,noise,remote_noise
239655494,25,0,92,94,93,38,53
240594542,25,0,92,94,100,39,53
241621405,25,0,92,95,100,37,51
242659293,25,0,87,89,96,37,54
243585592,25,0,85,81,97,38,51
244639315,25,0,100,104,100,38,54
245576309,25,0,107,110,100,37,50
247636492,25,0,84,89,100,40,53
248689309,25,0,82,82,100,42,52
249609028,25,0,84,84,100,35,51
250655900,25,0,91,95,97,39,50
251672573,25,0,92,98,100,39,53
