timestamp,main_state
310198220,6
310703177,6
312723579,6
313225357,6
313727281,6
314231645,6
314733246,6
315234210,6
315737177,6
316238217,6
316745646,6
317247304,6
317751731,6
318254185,6
318756488,6
319258298,6
319762242,6
320265557,6
320767268,6
321271951,6
321774175,6
322285388,6
322787181,6
323293217,6
323796563,6
324301599,6
324802238,6
325305437,6
325807271,6
326311674,6
326813413,6
327325305,6
327827578,6
328332049,6
328833460,6
329336519,6
329838174,6
330345459,6
330847286,6
331352662,6
331856530,6
332358174,6
332862368,6
333365575,6
333865588,6
334367256,6
334872591,6
335376448,6
335882471,6
336385528,6
336896426,6
337398169,6
338914047,6
339415910,6
339916326,6
340418222,6
340925608,6
341427181,6
341935123,6
342445415,6
342947176,6
343447183,6
343953493,6
344456519,6
344958234,6
345465469,6
345968339,6
346474174,6
346976430,6
347478221,6
347985682,6
348487219,6
348993555,6
349496504,6
349998332,6
350505372,6
351013390,6
351517216,6
352027199,6
352533654,6
353036572,6
353538232,6
354045441,6
354547178,6
355053591,6
355556472,6
356067231,6
356573652,6
357076503,6
360096506,6
360598183,6
361098317,6
361605642,6
362107207,6
362613384,6
363116430,6
363616587,6
364118210,6
364627217,6
365135668,6
365636398,6
366138180,6
366645457,6
367147178,6
367653380,6
368157290,6
368658179,6
369165493,6
369676500,6
370181598,6
370685536,6
371196524,6
371698187,6
372205616,6
372716496,6
373218181,6
373725516,6
374227237,6
374733404,6
375236550,6
375738424,6
376242232,6
376745504,6
377247256,6
377749310,6
378254181,6
378758175,6
379265560,6
379768369,6
380274000,6
381785543,6
382287221,6
382793491,6
383296466,6
383798289,6
384807187,6
385313358,6
385816691,6
386318206,6
386825508,6
387327726,6
387836485,6
388338221,6
388853629,6
391376433,6
391878179,6
392385876,6
392896437,6
393398179,6
393907227,6
394413499,6
394916435,6
395418300,6
395925395,6
396427181,6
396936699,6
397445256,6
397947224,6
398453506,6
398965413,6
399467292,6
399973484,6
400473537,6
400985480,6
401485581,6
401987221,6
402494057,6
402996495,6
403498187,6
404007564,6
404513350,6
405016476,6
405527624,6
406027643,6
406535600,6
407036445,6
407538240,6
408053467,6
408557220,6
409058178,6
409568349,6
410078183,6
410585350,6
411087236,6
411593512,6
412096485,6
412598224,6
413105676,6
413607242,6
414113533,6
414616595,6
415625399,6
416127236,6
416634029,6
417136386,6
417636482,6
418138222,6
418645499,6
419147180,6
419647181,6
420153450,6
420656422,6
421158185,6
421665482,6
422168656,6
423678483,6
424186324,6
424692409,6
425201419,6
425712552,6
426214180,6
426718469,6
427223178,6
427728326,6
428232368,6
428733376,6
429237519,6
429740610,6
430251289,6
430758102,6
431260551,6
431762353,6
432267830,6
432768335,6
433271561,6
433773246,6
434277446,6
435283246,6
435786460,6
436288325,6
436790417,6
437297436,6
439811177,6
440314194,6
440818343,6
441320742,6
442323176,6
442823566,6
443326135,6
443828335,6
444331184,6
444837673,6
445340549,6
445843192,6
446346228,6
446848329,6
447352420,6
447853231,6
448357354,6
448861178,6
449367203,6
449877438,6
450380811,6
450882259,6
451386490,6
451888345,6
452392417,6
452893383,6
453397344,6
453901188,6
454403178,6
454906396,6
455408340,6
455908429,6
456253383,6
456762301,6
